section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_mygarage
BMW,M6 cabrio or wannabe M6 cabrio? You be the judge!,post-48445,"Mar 12, 2006",MarkyMarc,"Oke guys this is new for me haha. I've been an active germancarfans reader for about 4 years and recently made the transfer to germancarforum. I know each and everyone of you by name cause i read this forum mabye 3 times a day (i'm a MBA student at Erasmus university Rotterdam. So i've got alot of time on my hands haha). I really feel like a virgin right now.,But i can help you with this car i happen to know the owner cause he's a regular at my fitness club in rotterdam.,It's a 645. With a hamann front skirt, original m6 rear, original m6 sideskirts, hamann quad exhaust system, original m6 badging on the side and rear and he recently swapped his hamann pg3 20 inch rims for those new 5 spoke rims. I must say the sound that the hamann quad exhaust system makes sounds better than the sound of the real m6. I can compare the two also on a daily basis cause the owner of the fitness club has a real m6 coupe.",#9,,NA,NA,NA,13,8,
BMW,"Bangle, no Bangle?",post-54211,"Apr 4, 2006",BarryS,"As far as I know, prior to joining BMW, Bangle designed the Fiat Multipla - there can be no uglier car - and no forgiveness for that design.,Having said that, amazed at how the new Beemers have grown on me.",#43,,"Wokingham, England",NA,NA,12,0,
BMW,BMW Supercar?,post-25818,"Dec 22, 2005",testdriver,"Is this a reshaped BMW-M1? Well, if you look at the pic for quite some time it kind of grows in you the idea that the designers and engineers at BMW followed that idea with what they have in their hands now. The result? The posted picture which speaks for it self. It's kind of cool, but I don't like the front at all... it looks like a sad old lady to me.",#42,,NA,NA,NA,3,0,
BMW,BMW E90 Coupe at the Ring,post-2653,"Oct 6, 2005",BMWDave,I cant view the link,#3,,NA,NA,NA,86,2,
BMW,BMW 9er,post-66,"Sep 24, 2005",Carmel_Dude,AGHHHH MY EYES!!!!!!!,#4,,"Carmel-by-the-Sea, CA",NA,BeachBum,14,0,
BMW,BMW 9er,post-24,"Sep 22, 2005",MB4ever,This is supposed to be based on the 7er and compete directly with Mercedes R-Class and upcoming Lexus Minivan????,#1,,NA,NA,NA,6,0,
BMW,has anyone seen that audi advert copy bmw's?,post-10071,"Oct 30, 2005",scottyd,"do you remeber when the 5 series cameoutthey had an advert of all this malten liquid coming together to form the car?,well now u,AUdi has one in the same kind of scenary for the a6 , where all these body panels come together to form it.,such a rip lol",#1,,NA,NA,NA,1,0,
BMW,Everybody Copies Bmw,post-5478,"Oct 17, 2005",Fact,"I'm sorry, but you are wrong Matt.,I enjoy BMW as a brand, but please do not place Mercedes in the same vein as other copy cats.,In fact, BMW have copied more technologies from MB than the other way round.,7-Speed gearbox, MB FIRST,Key-less starting and access, MB FIRST (took BMW 2 years to follow),Distronic (ACC on BMW ), MB FIRST (took BMW nearly 3 YEARS to follow!),Night Vision - S-CLass launches and BMW suddenly sticks it into their i-Drive screen as an after thought - and it's completely out of your field of vision, so it is pointless...,And the finale - every BMW fan is shrieking about MB copying i-Drive. Actually, MB was first with the concept of having all controls integrated into one unit. It was launched in 1997 as COMAND and was navigated around by twisting and clicking a knob on the COMAND unit. BMW raised the screen to eye level and moved the controller to the centre console with more integrated functions - so it is actually an evolution of the original MB concept...,Also, soft closing pneumatic doors on the S were later placed into the 7....,These are just a few items that spring to mind where BMW have copied MB.,Also, active headlights and night vision were actually first on American cars years ago, but they never got it 100% effective from a technical point of view - so BMW did not launch active headlights. Even their current technology that switches off the brights to low beam when oncoming traffic approaches was launched by Cadillac in the 1970's!!!! NEED I SAY ANY MORE??",#18,,"Johannesburg, S.A.",NA,NA,2,0,
BMW,New '06 X3s,post-295,"Sep 27, 2005",Mr.D,"Just an FYI, the new'06 X3s are on the build your own BMW section of the BMWUSA site.  IMO they look awesome with the new painted bumpers, especially with sport pack painted sills and larger wheels.  I'm trying to swing an ED on one for late '06 if finances will allow it...  I'm particularly enamored with the all white exterior and terra cotta interior.  I used to be able paste images from BMW's BYO pages but I can't anymore, it may be my new browser...",#1,,NA,NA,NA,5,0,
BMW,Even Lexus admits that 3-series is the best!,post-26405,"Dec 24, 2005",LikeMyStoppie?,I don't think it means anything but a compliment. Lexus will do incredibly well with the new IS. And even the full loaded IS350 is a far better deal at a tick under $40g USD then the 3 series. IMO.,#2,,Tamp/Boston/who knows,NA,Who REALLY knows what they do. Right? Am I right?,20,0,
BMW,New X5 in AMS,post-37234,"Feb 1, 2006",Zizo,But so far it is only the facelift coming this year!!,#38,,Sweden,NA,NA,1,0,
BMW,E92 3-series coupe: leaked official pics!!!,post-57843,"Apr 18, 2006",131172,Very elegant and conservative among the rest of the more agressive looking BMW models. And a very tiny and sexy butt.,#5,,NA,NA,NA,24,5,
BMW,"BMW 335i Coupe w/o camo! (3er Coupe & cabrio, cont., part 6)",post-59486,"Apr 23, 2006",koko,"I'm new to this board. I'm not even sure if i'm posting correctly. I hope this wasn't already posted, if not, enjoy. It's looking really beautiful.",#66,,NA,NA,NA,1,0,
BMW,2009 7 series,post-64768,"May 14, 2006",ahddm,I've owned the 2002 bmw 745 for 4 years and i bought the new 750 in january and from what im seeing is these new models i would never buy them the main resaon i decided to buy them is the bold squaed of front and back but they keep taking away more and more every year and now they are taking it too far in my opinion,#87,,NA,NA,NA,2,0,
BMW,Speed Channel M test drive,post-73224,"Jun 19, 2006",galvatron1911,That Z4 M Coupe was gorgeous!!!,#1,,NA,NA,NA,1,0,
BMW,Looking for a good first car,post-77154,"Jul 1, 2006",whynot13,Im 16 and im looking for a good cheap car.  I really want an E30 BMW but am having trouble finding one.  Anybody selling one please let me know or any other suggestions.,#1,,"New Jersey, USA",NA,NA,6,0,
BMW,Translation German - > Croatian and Slovenian,post-84077,"Aug 3, 2006",Gian68,"Hi Guys,,I ned to translate two pages about BMW X-series from German in to slovenian an croatian. Somebody who can help me? I can pay for this job 30 euro in advance and then another 70 euro if i have a translation. It'urgently. Please Help.,Thanks and Regards,Gian",#1,,NA,NA,NA,1,0,
BMW,"Remember my day with M5;M6, 996TT and Koengisegg?",post-93317,"Sep 13, 2006",Blackout,"We will never forgive you if you forget to take any photos!,ps. it's a private event without auidence ( and i'm not invited,) ds.",#16,,NA,NA,NA,1,0,
BMW,New X5 E70 spy pictures (and videos) - part 2,post-73472,"Jun 20, 2006",richpike,"I like it too - you can easily tell that it is an X5, yet you can also tell that it has been refreshed.,-Rich",#134,,Colorado,NA,NA,26,1,
BMW,Tuner imagines yet-to-be-announced next-gen super coupe BMW M10,post-106276,"Oct 26, 2006",amgme,"is it me or does the front look like a mean face.... two eyes as the light.  two nostrils as the grill, and a mouth as the front air damn.,it almost looks human!   haha",#12,,NA,NA,NA,6,0,
BMW,Tuner imagines yet-to-be-announced next-gen super coupe BMW M10,post-94885,"Sep 19, 2006",Swifty,"This is nothing new.  If sum1 can find the video of ""exotic car sharing"" (arizona company) by topgear on youtube, then you will see that there is a part where they show deposits made for a future Bmw supercar called z10 or sumthin.",#11,,NA,NA,NA,1,0,
BMW,new alpina B5,post-121860,"Dec 2, 2006",nana_z4,"Hi, is there anybody who drove on new Alpina B5? [FONT='&#65325]　[/FONT]If you did, could you tell me the feeling?",#1,,NA,NA,NA,6,1,
BMW,Christmas is late this year........,post-137490,"Jan 10, 2007",piclanco,".......as I just finalized arrangements to pick up my X5 in Spartanburg on Feb7th.  YeeHa!,I ordered it Dec 10, and decided Friday to do the Performance Driving School Option.,My order is for a 3.0, Monaco Blue w/Beige leather & light poplar wood, with the Premium Package, comfort access, park dist control, rear climate & heated front seats .,I will try to post an updates w/ pics once I return.",#1,,NA,NA,NA,2,0,
BMW,New M3 on the road Yeah baby,post-137367,"Jan 10, 2007",Flashman2003,,#1,,NA,NA,NA,3,5,
BMW,BMW - Chinese millionaires' favorite luxury brand!,post-140148,"Jan 17, 2007",chickencurry,"As they say "" Nouveaux Riche is better than no rich at all""",#18,,NA,NA,NA,3,0,
BMW,DINAN going to offer 610 Hp V10 for M5,post-139662,"Jan 16, 2007",phasilian,"The german tuner 'Hamann' said they would produce a tuning package for the M5 E60 and make it produce 600hp. I haven´t heard anything that the car actually produced that much power or was even finished.,It´s easy to author a press release that says so. But why would BMW have limited the engine to 507hp when a lot more would have been possible?,If it´s about the maximum that´s possivle, a pre-production test-v10 produced ~700hp on an engine test bench, but the engine block could stand it.",#3,,NA,NA,NA,2,0,
BMW,BMW self-parking video,post-144825,"Jan 29, 2007",HEMI V-8,"hey everybody,that is pretty cool... can they parallel park as well??",#6,,NA,NA,NA,3,2,
BMW,The rumour has it: AC Schnitzer getting sued by BMW,post-150407,"Feb 12, 2007",E90T,Good hopefully ACS will stop making horrid body kits too.,#5,,NA,NA,NA,5,0,
BMW,BMW M3 Coupe ***LICENSE PLATE***,post-156856,"Feb 26, 2007",persianwarlord,"My guess:,Europe On the bumper,U.S.A. on the trunk lid",#6,,NA,NA,NA,1,0,
BMW,E92 M3  discussion thread III,post-145571,"Jan 31, 2007",swamp2,"M3 has traditionally been faster than M5 in the lower speeds, 0-60 (E46 M3 0-60 < E39 M5 0-60), maybe 0-100 and always faster around the track. I am sure this will continue with the new M3. BMW marketing may need to put a totalitarian spin on which car is ""better"" or ""above"" but we all know the M3 is always more of a sports car and more of a performer in most ways. +1 on comment below about M3 eclipsing 911, if this is indeed true we have nothing to worry about. The power to weight ratio of the new M3 supports the besting of the 911 as well.",#3,post: 145529,NA,NA,NA,29,2,
BMW,The angel-eyes,post-163867,"Mar 13, 2007",Dayi,"On which BMW fits the Angeleyes the best?,ALso post a picture if you can,damn artist your so quick",#1,,NA,NA,NA,30,7,
BMW,Official: BMW M3 E92 Concept,post-160669,"Mar 6, 2007",Manz UK,"What hap to the plate in the bumper?,i guess that will be for the CSL?",#117,post: 160667,NA,NA,NA,1,0,
BMW,Car and Driver - 2007 BMW X5 4.8i (Short Take),post-184275,"May 8, 2007",castex,Wow. I've never seen the 0 - 60 tested at 6.1 secs before - that's seriously fast. I wonder if that's because the test examples for the press are now fully 'run in'?,#3,,NOLA,NA,NA,1,0,
BMW,Estimate BMW M3 2008 Lease Payments,post-185972,"May 13, 2007",Demian,"Lease rates are arbitrary and if the car is limited and there is a waiting list, you can damn well be sure that BMW Finance has a nice large lease rate.  BTW - lease rates change every month, so, what is true one month for a lease rate, won't be true the next month.  My first guess is that if you put $10,000 down and leased an M3 - you might be around $1,000 'a month' lease payment, $350 a month in insurance, at least $120 a month in petrol - so, for a planning process, you'll need about $15,000 in your bank account and earn about $3,000 a month after taxes (take home) just to live frugally. BTW - when you lease you basically are agreeing to return the car in IMMACULAT shape.  Any wear and tear not covered by warranty is your responsibility.,I lease a 2006 BMW 330xi and I badly want the 335xi (or a 335i).  However, I will save up my money for a decently large down payment in two years for the 335xi.,Unless everything falls apart between now and then.  You can never tell.,My used BMW came from a lease assumption - I paid the original lessor $2,000 in cash, she signed over the lease agreement & papers and my monthly payment is $463 with local taxes.  After licensing the car, I was only $3,000 grand in on a car with 5,000 miles.  It isn't an M3 or a 335i but, I'm happy with it for now.",#9,,"Longmont, CO",NA,Sales,4,0,
